titulo,clavenom,etiqueta
"Norma Oficial Mexicana NOM-029-SCFI-2010, Prácticas comerciales- Requisitos informativos para la prestación del servicio de tiempo compartido",NOM-029-SCFI-2010,NOM
"Norma Oficial Mexicana NOM-008-SSA3-2010, Para el tratamiento integral del sobrepeso y la obesidad",NOM-008-SSA3-2010,NOM
"Modificación a la Norma Oficial Mexicana NOM-030-SSA2-1999, Para la prevención, tratamiento y control de la hipertensión arterial, para quedar como Norma Oficial Mexicana NOM-030- SSA2-2009, Para la prevención, detección, diagnóstico, tratamiento y control de la hipertensión arterial sistémica",NOM-030- SSA2-2009,Modificación
"Norma Oficial Mexicana NOM-003-SSA3-2010, Para la práctica de la hemodiálisis",NOM-003-SSA3-2010,NOM
"Modificación de los numerales 5.2.1, 5.2.2, 5.2.3, 5.2.4 y 5.2.4.1 del apartado 5 de Especificaciones de la Norma Oficial Mexicana NOM-003-SSA1-2006, Salud ambiental. Requisitos sanitarios que debe satisfacer el etiquetado de pinturas, tintas, barnices, lacas y esmaltes, publicada el 4 de agosto de 2008",NOM-003-SSA1-2006,Modificación
"Modificación del artículo transitorio primero y de los numerales 5.2.1.1, 5.3.1, 5.5.14 y 8.1 de la Norma Oficial Mexicana NOM-029-SCFI-2010, Prácticas comerciales-Requisitos   informativos para la prestación del servicio de tiempo compartido, publicada el 17 de mayo de 2010",NOM-029-SCFI-2010,Modificación
"Proyecto de modificación de los numerales 5.2.1.3 y 5.3.1.3 de la Norma Oficial Mexicana NOM-029-SCFI-2010, Prácticas comerciales-Requisitos informativos para la prestación del servicio de tiempo compartido, publicada el 17 de mayo de 2010",NOM-029-SCFI-2010,Proyecto Modificación
"Norma Oficial Mexicana NOM-005-SSA3-2010, Que establece los requisitos mínimos de infraestructura y equipamiento de establecimientos para la atención médica de pacientes ambulatorios",NOM-005-SSA3-2010,NOM
"Acuerdo por el que se aceptan como equivalentes a la NOM-001-SCFI- 1993, Aparatos electrónicos de uso doméstico alimentados por diferentes fuentes de energía eléctrica-requisitos de seguridad y métodos de prueba para la aprobación tipo, y sus resultados de evaluación de la conformidad, los reglamentos técnicos y procedimientos para la evaluación de la conformidad de los Estados Unidos de América y de Canadá",NOM-001-SCFI- 1993,Otros Documentos
"Norma Oficial Mexicana NOM-016-ENER-2010, Eficiencia energética de motores de corriente alterna, trifásicos, de inducción, tipo jaula de ardilla, en potencia nominal de 0,746 a 373 kW. Límites, método de prueba y marcado",NOM-016-ENER-2010,NOM
"Acuerdo por el que se aceptan como equivalentes a la NOM-016-SCFI- 1993 Aparatos electrónicos-aparatos electrónicos de uso en oficina y alimentados por diferentes fuentes de energía eléctrica-requisitos de seguridad y métodos de prueba y sus resultados de evaluación de la conformidad, los reglamentos técnicos y procedimientos para la evaluación de la conformidad de los Estados Unidos de América y de Canadá",NOM-016-SCFI- 1993,Otros Documentos
"Acuerdo por el que se aceptan como equivalentes a la NOM-019-SCFI- 1998 Seguridad de Equipo de Procesamiento de Datos y sus resultados de evaluación de la conformidad, los   reglamentos técnicos y procedimientos para la evaluación de la conformidad de los Estados Unidos de América y de Canadá",NOM-019-SCFI- 1998,Otros Documentos
"Norma Oficial Mexicana NOM-022-SSA1-2010, Salud ambiental. Criterio   para evaluar la calidad del aire ambiente, con respecto al dióxido de azufre (SO2). Valor normado para la concentración de dióxido de azufre (SO2) en el aire ambiente, como medida de protección a la salud de la población",NOM-022-SSA1-2010,NOM
"Acuerdo por el que la Comisión Reguladora de Energía expide una convocatoria de consulta pública para la participación de los interesados en aportar información que sirva de base para determinar los costos de las afectaciones causadas a usuarios y permisionarios por el uso continuo de gas natural con alto contenido de nitrógeno, por variaciones súbitas en el Indice Wobbe y por el incumplimiento en las otras especificaciones de calidad previstas en la Norma Oficial Mexicana NOM- 001-SECRE-2010, Especificaciones del gas natural",NOM- 001-SECRE-2010,Otros Documentos
"Norma Oficial Mexicana NOM-008-SESH/SCFI-2010, Recipientes transportables para contener Gas L.P. Especificaciones de fabricación, materiales y métodos de prueba",NOM-008-SESH/SCFI-2010,NOM
"Norma Oficial Mexicana NOM-013-SEMARNAT-2010, Que regula sanitariamente la importación de árboles de navidad naturales de las especies de los géneros Pinus y Abies y la especie Pseudotsuga menziesii",NOM-013-SEMARNAT-2010,NOM
"Norma Oficial Mexicana NOM-031-STPS-2011, Construcción- Condiciones de seguridad y salud en el trabajo",NOM-031-STPS-2011,NOM
"Norma Oficial Mexicana NOM-010-SSA2-2010, Para la prevención y el control de la infección por Virus de la Inmunodeficiencia Humana",NOM-010-SSA2-2010,NOM
"Norma Oficial Mexicana NOM-015-SSA2-2010, Para la prevención, tratamiento y control de la diabetes mellitus",NOM-015-SSA2-2010,NOM
"Norma Oficial Mexicana NOM-006-SESH-2010, Talleres de equipos de carburación de Gas L.P.-Diseño, construcción, operación y condiciones de seguridad",NOM-006-SESH-2010,NOM
"Norma Oficial Mexicana NOM-005-SESH-2010, Equipos de carburación de Gas L.P. en motores de combustión interna. Instalación y mantenimiento",NOM-005-SESH-2010,NOM
"Norma Oficial Mexicana NOM-012-SESH-2010, Calefactores de ambiente para uso doméstico que empleen como combustible Gas L.P. o Natural. Requisitos de seguridad y métodos de prueba",NOM-012-SESH-2010,NOM
"Norma Oficial Mexicana NOM-028-ENER-2010, Eficiencia energética de lámparas para uso general. Límites y métodos de prueba",NOM-028-ENER-2010,NOM
"Norma Oficial Mexicana NOM-002-STPS-2010, Condiciones de seguridad-Prevención y protección contra incendios en los centros de trabajo",NOM-002-STPS-2010,NOM
"Norma Oficial Mexicana NOM-023-ENER-2010, Eficiencia energética en acondicionadores de aire tipo dividido, descarga libre y sin conductos de aire. Límites, método de prueba y etiquetado",NOM-023-ENER-2010,NOM
"Resolución por la que la Comisión Reguladora de Energía determina el ajuste en los precios máximos de venta de primera mano de gas natural y las bonificaciones por calidad, en función de lo dispuesto en la Norma Oficial Mexicana NOM-001-SECRE-2010, Especificaciones del Gas Natural",NOM-001-SECRE-2010,Otros Documentos
"Respuesta a comentarios del Proyecto de Modificación de los numerales 5.2.1.3 y 5.3.1.3 de la Norma Oficial Mexicana NOM-029-SCFI-2010, Prácticas comerciales- Requisitos informativos para la prestación del servicio de tiempo compartido",NOM-029-SCFI-2010,Respuestas a Comentarios
"Resolución por la que se modifican los numerales 5.2.1.3 y 5.3.1.3 de la Norma Oficial Mexicana NOM-029-SCFI-2010, Prácticas comerciales-Requisitos informativos para la prestación del servicio de tiempo compartido, publicada el 17 de mayo de 2010",NOM-029-SCFI-2010,Modificación
"Convocatoria a los interesados en obtener la aprobación como Laboratorio de Pruebas u Organismo de Certificación en la Norma Oficial Mexicana NOM-012-SESH-2010, Calefactores de ambiente para uso doméstico que empleen como combustible Gas L.P. o Natural. Requisitos de seguridad y métodos de prueba",NOM-012-SESH-2010,Otros Documentos
"Convocatoria a los interesados en obtener la aprobación como Unidad de Verificación, Laboratorio de Pruebas u Organismo de Certificación en la Norma Oficial Mexicana NOM-005-SESH-2010, Equipos de carburación de Gas L.P. en motores de combustión interna. Instalación y mantenimiento",NOM-005-SESH-2010,Otros Documentos
"Convocatoria a los interesados en obtener la aprobación como Unidad de Verificación en la Norma Oficial Mexicana NOM-006-SESH-2010, Talleres de equipos de carburación de Gas L.P.- Diseño, construcción, operación y condiciones de seguridad",NOM-006-SESH-2010,Otros Documentos
"Norma Oficial Mexicana NOM-001-SSA1-2010, Que instituye el procedimiento por el cual se revisará, actualizará y editará la farmacopea de los Estados Unidos Mexicanos",NOM-001-SSA1-2010,NOM
"Convocatoria a los interesados en obtener la aprobación como Laboratorio de Pruebas u Organismo de Certificación en la Norma Oficial Mexicana NOM-008-SESH/SCFI- 2010, Recipientes transportables para contener Gas L.P. Especificaciones de fabricación, materiales y métodos de prueba",NOM-008-SESH/SCFI- 2010,Otros Documentos
"Norma Oficial Mexicana NOM-002-SECRE-2010, Instalaciones de aprovechamiento de gas natural (cancela y sustituye a la NOM-002-SECRE-2003, Instalaciones de aprovechamiento de gas natural)",NOM-002-SECRE-2010,NOM
"Norma Oficial Mexicana NOM-007-SECRE-2010, Transporte de gas natural (cancela y sustituye a la NOM-007-SECRE-1999, Transporte de gas natural)",NOM-007-SECRE-2010,NOM
"Norma Oficial Mexicana NOM-032-SSA3-2010, Asistencia social. Prestación de servicios de asistencia social para niños, niñas y adolescentes en situación de riesgo y   vulnerabilidad",NOM-032-SSA3-2010,NOM
"Norma Oficial Mexicana NOM-019-STPS-2011, Constitución, integración, organización y funcionamiento de las comisiones de seguridad e higiene",NOM-019-STPS-2011,NOM
"Norma Oficial Mexicana NOM-009-STPS-2011, Condiciones de seguridad para realizar trabajos en altura",NOM-009-STPS-2011,NOM
"Norma Oficial Mexicana NOM-032-SSA2-2010, Para la vigilancia epidemiológica, prevención y control de las enfermedades transmitidas por vector",NOM-032-SSA2-2010,NOM
"Aclaración a la Norma Oficial Mexicana NOM-012-SESH-2010, Calefactores de ambiente para uso doméstico que empleen como combustible Gas L.P. o Natural. Requisitos de seguridad y métodos de prueba, publicada el 26 de noviembre de 2010",NOM-012-SESH-2010,Otros Documentos
"Norma Oficial Mexicana NOM-007-SESH-2010, Vehículos para el transporte y distribución de Gas L.P.- Condiciones de seguridad, operación y mantenimiento",NOM-007-SESH-2010,NOM
"Procedimiento alternativo autorizado por la Secretaría del Trabajo y Previsión Social para la Norma Oficial Mexicana NOM-015-STPS-2001, Condiciones térmicas elevadas o abatidas-Condiciones de seguridad e higiene",NOM-015-STPS-2001,Otros Documentos
"Aviso mediante el cual se hace del conocimiento que fue autorizado por la Gerencia de Calidad del Agua de la Subdirección General Técnica de la Comisión Nacional del Agua dos métodos de prueba alternos para su utilización en las normas oficiales mexicanas NOM-001-SEMARNAT-1996, NOM-002-SEMARNAT-1996 y NOM-003-SEMARNAT-1997",NOM-001-SEMARNAT-1996,Otros Documentos
"Aviso mediante el cual se hace del conocimiento que fue autorizado por la Gerencia de Calidad del Agua de la Subdirección General Técnica de la Comisión Nacional del Agua dos métodos de prueba alternos para su utilización en las normas oficiales mexicanas NOM-001-SEMARNAT-1996, NOM-002-SEMARNAT-1996 y NOM-003-SEMARNAT-1997",NOM-002-SEMARNAT-1996,Otros Documentos
"Aviso mediante el cual se hace del conocimiento que fue autorizado por la Gerencia de Calidad del Agua de la Subdirección General Técnica de la Comisión Nacional del Agua dos métodos de prueba alternos para su utilización en las normas oficiales mexicanas NOM-001-SEMARNAT-1996, NOM-002-SEMARNAT-1996 y NOM-003-SEMARNAT-1997",NOM-003-SEMARNAT-1997,Otros Documentos
"Procedimiento alternativo autorizado por la Secretaría del Trabajo y Previsión Social para la Norma Oficial Mexicana NOM-018-STPS-2000, Sistema para la identificación y comunicación de peligros y riesgos por sustancias químicas peligrosas en los centros de trabajo",NOM-018-STPS-2000,Otros Documentos
"Norma Oficial Mexicana NOM-003-ENER-2011, Eficiencia térmica de calentadores de agua para uso doméstico y comercial. Límites, método de prueba y etiquetado",NOM-003-ENER-2011,NOM
"Norma Oficial Mexicana NOM-020-ENER-2011, Eficiencia energética en edificaciones.- Envolvente de edificios para uso habitacional",NOM-020-ENER-2011,NOM
"Proyecto de Acuerdo de Modificación a la Norma Oficial Mexicana NOM-032-STPS-2008, Seguridad para minas subterráneas de carbón",NOM-032-STPS-2008,Otros Documentos
"Convocatoria a los interesados en obtener la aprobación como Unidad de Verificación en la Norma Oficial Mexicana NOM-007-SESH-2010, Vehículos para el transporte y distribución de Gas L.P.- Condiciones de seguridad, operación y mantenimiento",NOM-007-SESH-2010,Otros Documentos
"Norma Oficial Mexicana NOM-009-SESH-2011, Recipientes para contener Gas L.P., tipo no transportable. Especificaciones y métodos de prueba",NOM-009-SESH-2011,NOM
"Aclaración a la Norma Oficial Mexicana NOM-007-SESH-2010, Vehículos para el transporte y distribución de Gas L.P.- Condiciones de seguridad, operación y mantenimiento, publicada el 11 de julio de 2011",NOM-007-SESH-2010,Otros Documentos
"Convocatoria a los interesados en obtener la aprobación como unidad de verificación en la Norma Oficial Mexicana NOM-027-SESH-2010, Administración de la integridad de ductos de recolección y transporte de hidrocarburos",NOM-027-SESH-2010,Otros Documentos
"Norma Oficial Mexicana NOM-008-NUCL-2011, Control de la contaminación radiactiva",NOM-008-NUCL-2011,NOM
"Norma Oficial Mexicana NOM-026-NUCL-2011, Vigilancia médica del personal ocupacionalmente expuesto a radiaciones ionizantes",NOM-026-NUCL-2011,NOM
"Norma Oficial Mexicana NOM-031-NUCL-2011, Requisitos para el entrenamiento del personal ocupacionalmente expuesto a radiaciones ionizantes",NOM-031-NUCL-2011,NOM
"Proyecto de Modificación de los numerales 5.1.1, 10.1, 10.2, 10.3, 10.4 y 10.4.2 de la Norma Oficial Mexicana NOM-029-SCFI-2010, Prácticas comerciales-Requisitos informativos para la prestación del servicio de tiempo compartido, publicada el 17 de mayo de 2010",NOM-029-SCFI-2010,Proyecto Modificación
"Norma Oficial Mexicana NOM-017-SCT4-2011, Especificaciones técnicas que deben cumplir los planos para embarcaciones y artefactos navales",NOM-017-SCT4-2011,NOM
"Resolución por la que la Comisión Reguladora de Energía modifica y ordena la publicación de la lista de los puntos donde se requiere llevar a cabo la determinación de las especificaciones del gas natural, de conformidad con la Norma Oficial Mexicana NOM-001-SECRE-2010, Especificaciones del gas natural",NOM-001-SECRE-2010,Otros Documentos
"Norma Oficial Mexicana NOM-034-SCT2-2011, Señalamiento horizontal y vertical de carreteras y vialidades urbanas",NOM-034-SCT2-2011,NOM
"Convocatoria para la aprobación de unidades de verificación para la evaluación de la conformidad de la Norma Oficial Mexicana NOM-020-ENER-2011, Eficiencia energética en edificaciones, envolvente de edificios para uso habitacional",NOM-020-ENER-2011,Otros Documentos
"Respuestas a los comentarios recibidos respecto del Proyecto de Acuerdo de Modificación a la Norma Oficial Mexicana NOM-032-STPS-2008, Seguridad para minas subterráneas de carbón, publicado el 11 de agosto de 2011",NOM-032-STPS-2008,Respuestas a Comentarios
"Convocatoria a los interesados en obtener la aprobación como Laboratorio de Pruebas u Organismo de Certificación en la Norma Oficial Mexicana NOM-009-SESH-2011, Recipientes para contener Gas L.P., tipo no transportable. Especificaciones y métodos de prueba",NOM-009-SESH-2011,Otros Documentos
"Norma Oficial Mexicana NOM-011-SSA2-2011, Para la prevención y control de la rabia humana y en los perros y gatos",NOM-011-SSA2-2011,NOM
"Norma Oficial Mexicana NOM-033-SSA2-2011, Para la vigilancia, prevención y control de la intoxicación por picadura de alacrán",NOM-033-SSA2-2011,NOM
"Norma Oficial Mexicana NOM-018-ENER-2011, Aislantes térmicos para edificaciones. Características y métodos de prueba",NOM-018-ENER-2011,NOM
"Acuerdo de Modificación a la Norma Oficial Mexicana NOM-032- STPS-2008, Seguridad para minas subterráneas de carbón",NOM-032- STPS-2008,Modificación
"Acuerdo que determina la utilización de una medida alternativa para el cumplimiento de las finalidades de la Norma Oficial Mexicana NOM-007-SESH-2010, Vehículos   para el transporte y distribución de Gas L.P.- Condiciones de seguridad, operación y mantenimiento",NOM-007-SESH-2010,Otros Documentos
"Norma Oficial Mexicana NOM-003-SEGOB-2011, Señales y avisos para protección civil.- Colores, formas y símbolos a utilizar",NOM-003-SEGOB-2011,NOM
"Resolución por la que se modifican los numerales 2, Apartado 3 Definiciones, 4.1.1, 4.1.4, 4.1.6, 4.3.1, 4.3.4, 4.3.9, 4.5.6, 4.6.1, 4.6.2 y 6 de la Norma Oficial Mexicana NOM-004-SCFI-2006, Información comercial-Etiquetado de productos textiles, prendas de vestir, sus accesorios y ropa de casa, publicada el 21 de junio de 2006",NOM-004-SCFI-2006,Modificación
"Norma Oficial Mexicana NOM-020-STPS-2011, Recipientes sujetos a presión, recipientes criogénicos y generadores de vapor o calderas - Funcionamiento - Condiciones de Seguridad",NOM-020-STPS-2011,NOM
"Norma Oficial Mexicana NOM-029-STPS-2011, Mantenimiento de las instalaciones eléctricas en los centros de trabajo-Condiciones de seguridad",NOM-029-STPS-2011,NOM
"Norma Oficial Mexicana NOM-006-SSA3-2011, Para la práctica de la anestesiología",NOM-006-SSA3-2011,NOM
"Norma Oficial Mexicana NOM-007-SSA3-2011, Para la   organización y funcionamiento de los laboratorios clínicos",NOM-007-SSA3-2011,NOM
"Norma Oficial Mexicana NOM-021/3-SCT3-2010, Que establece los requerimientos que deben cumplir los estudios técnicos para las modificaciones o alteraciones que afecten el diseño original de una aeronave",NOM-021/3-SCT3-2010,NOM
"Fe de erratas a la Norma Oficial Mexicana NOM-003-SEGOB-2011, Señales y avisos para protección civil.- Colores, formas y símbolos a utilizar, publicada el 23 de diciembre de 2011",NOM-003-SEGOB-2011,Otros Documentos
"Norma Oficial Mexicana NOM-022-SCT3-2011, Que establece el uso de registradores de vuelo instalados en aeronaves que operen en el espacio aéreo mexicano, así como sus características",NOM-022-SCT3-2011,NOM
"Norma Oficial Mexicana NOM-015-ENER-2012, Eficiencia energética de refrigeradores y congeladores electrodomésticos. Límites, métodos de prueba y etiquetado",NOM-015-ENER-2012,NOM
"Aclaración a la Resolución por la que se modifican los numerales 2, apartado 3 definiciones, 4.1.1, 4.1.4, 4.1.6, 4.3.1, 4.3.4, 4.3.9, 4.5.6, 4.6.1, 4.6.2 y 6 de la Norma Oficial Mexicana NOM-004-SCFI-2006, Información comercial-Etiquetado de productos textiles, prendas de vestir, sus accesorios y ropa de casa, publicada el 21 de junio de 2006. Esta Resolución fue publicada el 23 de diciembre de 2011",NOM-004-SCFI-2006,Otros Documentos
"Norma Oficial Mexicana NOM-005-SCFI-2011, Instrumentos de medición-Sistema para medición y despacho de gasolina y otros combustibles líquidos-Especificaciones, métodos de prueba y de verificación",NOM-005-SCFI-2011,NOM
"Respuesta a los comentarios recibidos al Proyecto de Norma Oficial Mexicana NOM-012-SCT3-2012, Que establece los requerimientos para los instrumentos, equipo, documentos y manuales que han de llevarse a bordo de las aeronaves, publicado el 5 de octubre de 2011",NOM-012-SCT3-2012,Respuestas a Comentarios
"Aclaración a la Norma Oficial Mexicana NOM-005-SCFI-2011, Instrumentos de medición-Sistema para medición y despacho de gasolina y otros combustibles líquidos- Especificaciones, métodos de prueba y de verificación, publicada el 30 de marzo de 2012",NOM-005-SCFI-2011,Otros Documentos
"Norma Oficial Mexicana NOM-030-ENER-2012, Eficacia luminosa de lámparas de diodos emisores de luz (LED) integradas para iluminación general. Límites y métodos de prueba",NOM-030-ENER-2012,NOM
"Norma Oficial Mexicana NOM-022-SSA2-2012, Para la prevención y control de la brucelosis en el ser humano",NOM-022-SSA2-2012,NOM
"Norma Oficial Mexicana NOM-029-SSA3-2012, Regulación de los servicios de salud. Para la práctica de la cirugía oftalmológica con láser excimer",NOM-029-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-026-SSA3-2012, Para la práctica de la cirugía mayor ambulatoria",NOM-026-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-002-SCFI-2011, Productos preenvasados-Contenido neto-Tolerancias y métodos de verificación",NOM-002-SCFI-2011,NOM
"Norma Oficial Mexicana NOM-012-SCT3-2012, Que establece los requerimientos para los instrumentos, equipo, documentos y manuales que han de llevarse a bordo de las aeronaves",NOM-012-SCT3-2012,NOM
"Norma Oficial Mexicana NOM-015-SSA3-2012, Para la atención integral a personas con discapacidad",NOM-015-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-028-STPS-2012, Sistema para la administración del trabajo-Seguridad en los procesos y equipos críticos que manejen sustancias químicas peligrosas",NOM-028-STPS-2012,NOM
"Modificación a la Norma Oficial Mexicana NOM-008-SCT3-2002, Que establece los requisitos técnicos a cumplir por los concesionarios y permisionarios del servicio al público de transporte aéreo, para la obtención del certificado de explotador de servicios aéreos, así como los requisitos técnicos a cumplir por los permisionarios del servicio de transporte aéreo privado comercial, publicada el 14 de mayo de 2003",NOM-008-SCT3-2002,Modificación
"Norma Oficial Mexicana NOM-031-SSA3-2012, Asistencia social. Prestación de servicios de asistencia social a adultos y adultos mayores en situación de riesgo y vulnerabilidad",NOM-031-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-017-SSA3-2012, Regulación de servicios de salud. Para la práctica de la acupuntura humana y métodos relacionados",NOM-017-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-022-SSA3-2012, Que instituye las condiciones para la administración de la terapia de infusión en los Estados Unidos Mexicanos",NOM-022-SSA3-2012,NOM
"Proyecto de Modificación de la Norma Oficial Mexicana NOM-012- SESH-2010, Calefactores de ambiente para uso doméstico que empleen como combustible Gas L.P. o   Natural. Requisitos de seguridad y métodos de prueba",NOM-012- SESH-2010,Proyecto Modificación
"Respuestas a los comentarios recibidos respecto del Proyecto de Modificación a la Norma Oficial Mexicana NOM-016-SSA2-1994, Para la vigilancia, prevención, control, manejo y tratamiento del cólera, para quedar como Norma Oficial Mexicana NOM-016-SSA2-2012, Para la vigilancia, prevención, control, manejo y tratamiento del cólera, publicado el 21 de febrero de 2012",NOM-016-SSA2-2012,Respuestas a Comentarios
"Norma Oficial Mexicana NOM-023-STPS-2012, Minas subterráneas y minas a cielo abierto - Condiciones de seguridad y salud en el trabajo",NOM-023-STPS-2012,NOM
"Norma Oficial Mexicana NOM-004-SSA3-2012, Del expediente clínico",NOM-004-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-024-ENER-2012, Características térmicas y ópticas del vidrio y sistemas vidriados para edificaciones. Etiquetado y métodos de prueba",NOM-024-ENER-2012,NOM
"Norma Oficial Mexicana NOM-016-SSA2-2012, Para la vigilancia, prevención, control, manejo y tratamiento del cólera",NOM-016-SSA2-2012,NOM
"Norma Oficial Mexicana NOM-012-STPS-2012, Condiciones de seguridad y salud en los centros de trabajo donde se manejen fuentes de radiación ionizante",NOM-012-STPS-2012,NOM
"Norma Oficial Mexicana NOM-005-ENER-2012, Eficiencia energética de lavadoras de ropa electrodomésticas. Límites, método de prueba y etiquetado",NOM-005-ENER-2012,NOM
"Norma Oficial Mexicana NOM-031-ENER-2012, Eficiencia energética para luminarios con diodos emisores de luz (leds) destinados a vialidades y áreas exteriores públicas. Especificaciones y métodos de prueba",NOM-031-ENER-2012,NOM
"Respuesta a los comentarios recibidos al Proyecto de Norma Oficial Mexicana NOM-001-SEDE-2012, Instalaciones Eléctricas (Utilización), publicado el 27 de julio de 2012 (Continúa en la Cuarta Sección)",NOM-001-SEDE-2012,Respuestas a Comentarios
"Norma Oficial Mexicana NOM-006-SCFI-2012, Bebidas alcohólicas- Tequila-Especificaciones",NOM-006-SCFI-2012,NOM
"Resolución por la que se modifican los numerales 6.5.4.2, 6.5.4.3, 11.1 inciso c), 11.2.1, artículo transitorio primero y artículo transitorio cuarto de la Norma Oficial Mexicana NOM-006-SCFI-2012, Bebidas Alcohólicas-Tequila-Especificaciones",NOM-006-SCFI-2012,Modificación
"Convocatoria a los interesados en obtener la aprobación como Unidad de Verificación en la Norma Oficial Mexicana NOM-026-SESH-2007, Lineamientos para los trabajos de prospección sismológica petrolera y especificaciones de los niveles máximos de energía",NOM-026-SESH-2007,Otros Documentos
"Proyecto de Modificación a la Norma Oficial Mexicana NOM-009- SESH-2011, Recipientes para contener Gas L.P., tipo no transportable. Especificaciones y métodos de prueba",NOM-009- SESH-2011,Proyecto Modificación
"Norma Oficial Mexicana NOM-017-SSA2-2012, Para la vigilancia epidemiológica",NOM-017-SSA2-2012,NOM
"Norma Oficial Mexicana NOM-001-SSA3-2012, Educación en salud. Para la organización y funcionamiento de residencias médicas",NOM-001-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-012-SSA3-2012, Que establece los criterios para la ejecución de proyectos de investigación para la salud en seres humanos",NOM-012-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-028-SSA3-2012, Regulación de los servicios de salud. Para la práctica de la ultrasonografía diagnóstica",NOM-028-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-016-SSA3-2012, Que establece las características mínimas de infraestructura y equipamiento de hospitales y consultorios de atención médica especializada",NOM-016-SSA3-2012,NOM
"Norma Oficial Mexicana NOM-017-ENER/SCFI-2012, Eficiencia energética y requisitos de seguridad de lámparas fluorescentes compactas autobalastradas. Límites y métodos de prueba",NOM-017-ENER/SCFI-2012,NOM
"Resolución por la que se modifican los numerales 5.5.2, 7.1.1.4, 7.3.1.1, 7.3.1.2.2, 7.3.1.2.3.1, 7.3.1.2.3.2, 7.3.1.2.4.1.3, 7.3.2.5.8, 7.3.2.6.4, 9.4.2.4.8, 9.4.2.4.14 y se adiciona el artículo Transitorio Tercero de la Norma Oficial Mexicana NOM-005-SCFI-2011, Instrumentos de medición-Sistema para medición y despacho de gasolina y otros combustibles líquidos- Especificaciones, métodos de prueba y de verificación, publicada el 30 de marzo de 2012",NOM-005-SCFI-2011,Modificación
"Norma Oficial Mexicana NOM-016-SEMARNAT-2013, Que regula fitosanitariamente la importación de madera aserrada nueva",NOM-016-SEMARNAT-2013,NOM
"Norma Oficial Mexicana NOM-011-SESH-2012, Calentadores de agua de uso doméstico y comercial que utilizan como combustible Gas L.P. o Gas Natural.- Requisitos de seguridad, especificaciones, métodos de prueba, marcado e información comercial (cancela a la NOM- 020-SEDG-2003)",NOM-011-SESH-2012,NOM
"Norma Oficial Mexicana NOM-004-NUCL-2013, Clasificación de los desechos radiactivos",NOM-004-NUCL-2013,NOM
"Aviso mediante el cual se hace del conocimiento que fueron autorizados por la Gerencia de Calidad del Agua de la Subdirección General Técnica, de la Comisión Nacional del Agua dos métodos de prueba alternos, para su utilización en las normas oficiales mexicanas NOM-001-SEMARNAT-1996, NOM-002-SEMARNAT-1996 y NOM-003-SEMARNAT-1997",NOM-001-SEMARNAT-1996,Otros Documentos
"Aviso mediante el cual se hace del conocimiento que fueron autorizados por la Gerencia de Calidad del Agua de la Subdirección General Técnica, de la Comisión Nacional del Agua dos métodos de prueba alternos, para su utilización en las normas oficiales mexicanas NOM-001-SEMARNAT-1996, NOM-002-SEMARNAT-1996 y NOM-003-SEMARNAT-1997",NOM-002-SEMARNAT-1996,Otros Documentos
"Aviso mediante el cual se hace del conocimiento que fueron autorizados por la Gerencia de Calidad del Agua de la Subdirección General Técnica, de la Comisión Nacional del Agua dos métodos de prueba alternos, para su utilización en las normas oficiales mexicanas NOM-001-SEMARNAT-1996, NOM-002-SEMARNAT-1996 y NOM-003-SEMARNAT-1997",NOM-003-SEMARNAT-1997,Otros Documentos
"Acuerdo por el que la Comisión Reguladora de Energía ordena la publicación de la Norma Oficial Mexicana NOM-003-SECRE-2011, Distribución de gas natural y gas licuado de petróleo por ductos",NOM-003-SECRE-2011,Otros Documentos
"Modificación a la Norma Oficial Mexicana NOM-009-SESH-2011, Recipientes para contener Gas L.P., tipo no transportable. Especificaciones y métodos de prueba",NOM-009-SESH-2011,Modificación
"Convocatoria para la aprobación de unidades de verificación de instalaciones eléctricas acreditadas para la evaluación de la conformidad de la Norma Oficial Mexicana NOM-001-SEDE-2012, Instalaciones eléctricas (utilización)",NOM-001-SEDE-2012,Otros Documentos
"Norma Oficial Mexicana NOM-010-SESH-2012, Aparatos domésticos para cocinar alimentos que utilizan Gas L.P. o Gas Natural. Especificaciones y métodos de prueba",NOM-010-SESH-2012,NOM
"Norma Oficial Mexicana NOM-018-SCT3-2012, Que establece el contenido del Manual de Vuelo",NOM-018-SCT3-2012,NOM
"Proyecto de Modificación de la Norma Oficial Mexicana NOM-008- SESH/SCFI-2010, Recipientes transportables para contener Gas L.P. Especificaciones de fabricación, materiales y métodos de prueba",NOM-008- SESH/SCFI-2010,Proyecto Modificación
"Resolución por la que se modifica el Apéndice \""C\"", así como el Apéndice \""D\"", de la Norma Oficial Mexicana NOM-002-SCFI-2011, Productos preenvasados-Contenido neto-Tolerancias y métodos de verificación, publicada el 10 de agosto de 2012",NOM-002-SCFI-2011,Modificación
